1976,924,4380
1978,1146,18000
1970,800,32537
1978,1342,39000
1967,742,6000
1974,1530,28900
1979,784,10000
1977,1332,20000
1978,1336,30000
1979,1056,90000
1978,1428,67000
1976,1308,20000
1972,732,5000
1971,928,10000
1973,1336,40000
1981,1152,38000
1967,672,5000
1980,1512,35000
1973,1169,120000
1970,1152,25000
1972,1364,89000
1977,1435,2550
1978,1336,116000
1982,1152,43500
1986,1424,110000
1988,1451,152000
1991,1404,157400
1989,1560,133000
1990,1346.4,54500
1991,1296,96000
1991,1481.8,65000
1991,1344,115000
1991,739,2250
1991,1242,40000
1993,1080,50000
1993,840,17000
1995,1782,165000
1994,1614,100000
1993,1755.5,175500
1994,1782,161000
1994,1292,33500
1994,1134,48000
1994,1620,158650
1995,1535.4,164999
1995,1616.6,173000
1995,1456,125000
1995,924,15000
1995,1569.5,149900
1996,1301.5,132000
1996,1322,105000
1996,864,33000
1997,1512,144000
1996,1560,57000
1993,1424,70000
1997,1294,55420
1997,1188,85000
1997,1602.8,130000
1998,1424,110000
1998,1400,112000
1997,1144,110000
1997,1080,72000
1998,1292,77000
1998,1263,158000
1998,1284,61000
1998,1269,145000
1999,1188,105000
1992,938,12323
1999,1404,168000
2004,1196,129900
2003,1566,135000
1998,1296,122000
2006,1433,161000
2006,1485,186000
2007,1404,158000
2007,1674,121000
2003,1620,105671
1981,672,10000
2007,1038,116900
2010,1381.3,245000
1995,1568,37500
1995,1200,45500
2004,1280,165000
1985,1012,130000
2016,1188,95900
2014,1296,125000
2017,598,90000
2019,1512,162000
