1977,924,67000
1978,964,5000
1986,1783,154900
1981,1471,145000
1981,1064,74400
1974,1436,45000
1975,1591,35000
1983,1350,73500
1964,604,7000
1964,604,5000
1974,1430,29000
1980,924,5000
1979,1512,12000
1979,911,5000
1969,720,10000
1983,1398,90000
1970,1056,45000
1975,954,68500
1980,784,8000
1983,838,35000
1979,1056,65000
1984,1584,130000
1985,1282,70000
1973,1224,20000
1977,1579,43000
1972,840,9500
1977,924,8000
1980,1344,126200
1976,784,15000
1984,1292,95000
1969,1296,55000
1968,750,6000
1972,840,7000
1981,1152,72530
1973,1169,115000
1980,1147,125000
1976,1050,46000
1968,720,19500
1977,910,7000
1982,924,10000
1978,1336,100000
1987,1196,12000
1990,1548,150000
1987,1227,73000
1985,1360,40000
1990,1494,77500
1988,1183,87500
1979,924,12000
1991,1404,100000
1989,966,59500
1976,1084,6000
1989,938,11000
1992,1188,27000
1992,1348,70000
1991,1580,139000
1992,1292,95000
1992,864,25000
1994,1764,141900
1995,2226,188500
1993,1512,39500
1994,1848,173000
1994,1296,145000
1994,1544,142500
1994,1636,128500
1994,784,14000
1996,1644.5,180000
1995,1782,90000
1995,1762,160000
1996,1080,69900
1995,1188,70000
1995,1188,88400
1996,1301.5,128000
1996,1778,179000
1996,1311,129750
1996,1188,99000
1996,1539,147770
1996,1560.2,158900
1996,1783,138000
1997,1188,127500
1997,1568,57000
1998,1584,109900
1997,1080,99500
1996,1767,95000
1998,1263,120000
1998,1294,90000
1996,1053,24000
1998,773,34000
1998,1296,88000
1999,1114.4,116000
1999,1770.8,224500
1998,1656,73000
1998,1848,126000
1999,1848,100000
1998,1624,152000
1999,1898.8,218900
2000,1080,75000
1997,789,20000
2003,1168,60000
2004,1969,135000
2005,1782,200000
1990,1602,25000
2006,1691,199900
1983,784,10000
1994,1512,23000
2007,1566,185900
2008,930,69000
1996,1188,65000
2003,924,44900
2006,1502,134000
1996,1120,77000
2007,1188,73800
1996,1456,132500
1997,1680,82000
2014,1296,99500
1995,672,35000
1994,924,70000
2018,728,75000
