1982,960,106000
1986,1034,80000
1978,1809,135500
1979,1437,129000
1978,865,105000
1981,1494,142000
1971,1127,80000
1982,1960,50000
1968,775,20000
1970,960,165000
1973,1152,2000
1976,840,55000
1976,734,35000
1978,1244,76000
1969,1120,122500
1973,1177,83500
1964,616,13000
1979,1056,8000
1969,672,45000
1984,924,89900
1965,596,6000
1972,714,67000
1972,1364,49000
1969,1168,85000
1974,960,120000
1972,624,47000
1977,682,25000
1980,1435,125000
1973,1152,100000
1969,624,6000
1970,1329,35500
1982,924,45000
1982,924,90000
1986,1827,196000
1976,924,90000
1968,800,130000
1973,1152,94500
1978,1408,100000
1970,960,78000
1977,938,38000
1968,684,15000
1967,742,15000
1977,1440,30000
1973,672,500
1979,938,35000
1974,840,5000
1972,840,30000
1982,1126,94100
1962,420,20000
1981,1680,75000
1976,784,5000
1974,1436,55000
1979,784,59000
1973,1440,75000
1977,1524,155000
1983,1152,137500
1979,1777,185000
1978,1344,8000
1966,844,25000
1973,1434,50000
1974,960,90000
2008,1531,126000
1982,1056,52750
1978,1338,70000
1986,1359,205000
1983,924,35000
1974,1344,160000
1973,672,59000
1973,800,64050
1978,1124,98000
1973,864,70000
1969,1360,175888
1985,924,1600
1985,1428,138000
1985,790,129500
1984,924,50000
1967,760,2500
1976,1000,110000
1980,1524,189000
1979,1068,80000
1976,610,20000
1963,668,42000
1970,720,10000
1971,672,10000
1980,924,37000
1972,840,40940
1971,840,50000
1975,964,98000
1978,728,18000
1980,960,120000
1985,1292,155000
1981,1786,195000
1974,784,43500
1980,924,24000
1993,808,13000
1966,520,65000
1968,800,58000
1982,1141,159900
1973,648,5000
1969,585,25000
1975,840,75000
1969,720,43000
1971,1380,85000
1981,1750,195000
1971,708,30000
1971,1248,85300
1970,1152,84500
1981,1432,50000
1980,1440,77500
1977,924,20000
1973,960,95000
1969,760,27000
1972,1344,25000
1967,660,25000
1969,824,85000
1970,828,50500
1979,1968,145000
1984,1659,175000
1986,1445,155000
1986,1529,185000
1986,1506,227400
1985,1852,215000
1986,1504,162500
1985,974,140000
1986,1507,139000
1987,1422,125000
1986,1665,169500
1987,1620,126000
1984,1008,80800
1988,1782,80000
1987,1048,125000
1986,1248,110000
1980,1440,138000
1985,974,125000
1986,1508,192000
1988,1680,190000
1987,1505,80000
1982,924,35000
1986,1444,225000
1988,1856,229000
1988,1228,85000
1989,1794,232000
1987,1436,150000
1986,1188,144800
1989,1560,205000
1989,924,60000
1989,924,47500
1989,924,90000
1986,1507,54000
1987,1515,172000
1987,1505,123630
1989,1296,130000
1989,1239,141600
1974,784,11000
1990,1178,168115
1990,855,20000
1985,840,10000
1987,672,41785
1989,1477,179000
1989,1526,185000
1991,1171,90000
1991,1752,220000
1990,1414,187000
1989,1795,199000
1990,1805,199999
1991,1057,40000
1991,1530,79500
1991,1404,220000
1991,1456,189900
1991,840,96000
1990,1643,210500
1990,1512,129900
1993,1080,59400
1991,1774,205000
1992,1296,106000
1992,924,40000
1991,949,85000
1991,1507,160000
1992,1188,137900
1992,1296,69500
1992,1412,178973
1993,798,78000
1992,1296,89500
1993,1413,159000
1992,1188,147000
1991,924,66000
1995,1172,140000
1993,1188,20000
1993,1156,65500
1993,1296,140000
1993,1402,140000
1994,1140,145000
1995,1177,139550
1994,1404,149550
1995,1188,149000
1995,1188,131900
1995,1684,175000
1991,1311,210000
1996,1100,82000
1993,1774,179900
1994,1296,120000
1994,1329,35406
1993,1310,150000
1996,1292,152500
1993,1471,164000
1994,1188,150000
1993,942,35000
1994,1643,222400
1994,1439,160580
1994,1420,195000
1994,1292,135000
1995,1848,127500
1994,1493,169000
1995,1825,176500
1995,1508,95000
1994,1620,175000
1995,1682,203000
1995,1326,179900
1996,1120,66000
1994,1080,69900
1995,1518,134000
1993,933,69000
1995,1564,115000
1995,1188,169900
1996,1114,130000
1996,1456,160000
1996,918,15349
1996,1289,119000
1988,924,15000
1993,1568,135000
1997,1456,192000
1997,1512,95000
1997,1021,155000
1996,1560,160000
1997,1293,197000
1997,790,15000
1997,1232,147500
1997,1603,175000
1997,1485,135000
1998,1357,163000
1999,1561,190000
1996,924,74950
1998,1611,195000
1998,1248,190000
1972,840,20000
1995,858,94500
2000,1000,89900
1999,1673,205000
2001,1296,106000
2001,560,21500
2002,1188,129900
1990,1188,105000
1999,1744,182000
1998,1296,80000
2003,1566,179000
1994,1087,155000
1989,1188,114000
2005,728,48500
2006,1404,222499
2006,1591,170000
2006,1782,207000
2006,1433,240000
2007,1040,120000
1994,924,15000
2007,840,132000
2010,1056,146000
1988,728,25000
2010,1080,32000
2011,1992,285000
1996,1109,92000
1993,924,4125
2011,1296,235000
2011,1447,285000
1980,1296,149000
1983,960,32500
1996,1120,115500
2014,880,169000
1992,1512,7000
2014,780,85000
2015,1248,165000
2014,1296,130000
1999,1392,123300
2016,1568,160000
2015,1296,155000
