1980,1431,60000
1985,1490,48000
1986,1232,35000
1986,1227,118000
1979,924,7000
1983,953,62000
1974,728,7500
1984,938,50000
1976,1435,63000
1990,954,25000
1978,728,10000
1976,924,5000
1975,1431,25000
1971,1337,22000
1976,924,30000
1969,1042,31000
1972,1315,70200
1972,1315,64900
1980,784,9000
1966,844,15000
1977,1186,20000
1979,728,10000
1969,1248,33000
1985,1282,82500
1974,924,8500
1985,1077,74900
1981,1054,78000
1982,884,8000
1966,880,44250
1970,528,6000
1973,1427,66700
1979,924,13000
1988,1456,148000
1992,1188,93000
1987,1436,40000
1989,1228,107000
1979,938,14500
1990,734,7000
1978,1335,21000
1991,942,10000
1991,1244,36962
1992,1568,126000
1993,1512,120000
1995,1177,77000
1996,1292,120000
1994,1439,132500
1994,1373,152000
1994,1080,106900
1995,1760,139900
1995,1825,54250
1995,1614,158100
1995,1268,80000
1995,1324,137000
1995,1795,129000
1995,1564,125500
1996,1456,95000
1996,1639,117500
1996,1456,57000
1996,1418,150000
1996,1480,119800
1996,1616,159000
1996,1753,149900
1995,1404,70000
1997,1350,89000
1998,1758,124500
1998,1512,134000
1999,1200,86000
1999,1400,117000
1998,1664,150000
2002,1188,68200
1998,1773,137000
2004,1404,119900
1998,1512,100000
2006,1404,145000
1978,924,14000
2007,1792,115000
2007,1040,70000
2007,1567,230000
1999,1112,85000
1993,924,5000
2013,1436,187000
1993,1520,113000
1993,1152,89000
2015,870,66500
2017,1355,140000
2017,1512,137500
2019,1512,152900
